id,Text,positive,neutral,negative,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
1290799713470558210,"With Only A Few Weeks Left To Live She Only Had 1 Last Wish. What Her Opponents did, Amazing! http #amazing #beautiful #cancer #health #hero #ill #inspiration #life #news #powerful #sport #stories #stunning WTF!",0.9443,0.0453,0.0103,0.020471245050430298,0.08881279081106186,0.02059110812842846,0.01925741322338581,0.9874759316444397,0.1891946941614151,0.8549030423164368,0.0065093315206468105,0.01625411957502365,0.060520198196172714,0.07297268509864807
659863680826257408,Some excellent work on exercise's positive effect on diseased based muscle wasting #cancer #exercise #sport #science http,0.8614,0.1321,0.0065,0.05235760286450386,0.3339139223098755,0.04091621935367584,0.017952267080545425,0.7916772365570068,0.020016590133309364,0.8998302221298218,0.01661277376115322,0.019582781940698624,0.03015405498445034,0.1205800473690033
1302718796600414213,#Cancer-survivors: #sport improves outcomes after cancer. Keep moving💪🏽 http,0.9171,0.0764,0.0065,0.017378628253936768,0.11338091641664505,0.02161966823041439,0.04556825011968613,0.4752298593521118,0.04341079294681549,0.9578254818916321,0.0753321647644043,0.2687661349773407,0.008609668351709843,0.14087942242622375
1078493280453709824,love the cty http  #alhamdulillah #islam #hadith #hadis #begood #dua #showlove #showmercy #honest #honesty #sincere #bismillah #décembre #aufonddulit #sick #help1 #bitcoin #cancer #enlace #ayuda #sport #fitness #happynewyear http,0.9455,0.0468,0.0076,0.017670568078756332,0.03387545794248581,0.01577494852244854,0.013979614712297916,0.9837365746498108,0.8782503008842468,0.8242470026016235,0.012987545691430569,0.026544127613306046,0.029466036707162857,0.14272800087928772
593312008382062593,Cancer charity has a man in their corner. http  #fundraising #cancer #boxing #sport #shipley,0.7383,0.2538,0.0079,0.02024180069565773,0.10328476876020432,0.021512040868401527,0.041113968938589096,0.6091165542602539,0.06346464157104492,0.9570348858833313,0.05935729295015335,0.25923070311546326,0.008612391538918018,0.13781119883060455
666040874598424577,"Fight the #Cancer #Sport 
it""s good for you, or you are maybe the next Victims.
It's ""ur Game- of fun!
Also, u decide bout the next #Paris",0.5988,0.3307,0.0705,0.060160066932439804,0.18453523516654968,0.030043959617614746,0.04073876142501831,0.8883775472640991,0.0434892363846302,0.9721410274505615,0.013875224627554417,0.020120838657021523,0.016539769247174263,0.17788900434970856
300106144880402432,"Powerful doc on #dragonboat team of #cancer #survivors leads off day 2 of #Sport #Fillm Festival in #Winnipeg -- 
Feb9 http",0.8989,0.0969,0.0043,0.013746225275099277,0.3027617335319519,0.018572447821497917,0.024434003978967667,0.926958441734314,0.04391568526625633,0.7542669177055359,0.010431433096528053,0.0224346611648798,0.05337102711200714,0.07286494225263596
717388929901662208,Did you know Chevrolet is #auctioning off #first #Corvette #Grand #Sport with #proceeds going toward #cancer... http,0.0318,0.6511,0.317,0.1775461584329605,0.1804823875427246,0.40664440393447876,0.10748012363910675,0.03414854779839516,0.00541444169357419,0.06069571524858475,0.3272995054721832,0.7260579466819763,0.04185886308550835,0.009889996610581875
628870631933800448,"#Charity #Quiz for #Cancer Research UK. #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle. @user http",0.2653,0.7287,0.0059,0.018476327881217003,0.09855793416500092,0.035454463213682175,0.02158473990857601,0.9555110335350037,0.08990830928087234,0.5928753614425659,0.01863148994743824,0.13356982171535492,0.043072398751974106,0.02798282727599144
988805154211319809,"💜 Thank you to the amazing team at Better for their support for Bath’s first ever Relay.

We couldn’t do it without you! Literally. You guys rock. And roll. 

#bath #sport #relay #charity #cruk #cancer #community #volunteer 

https://t.co/nvNZfoho2S http",0.9776,0.0184,0.004,0.01466355100274086,0.06501072645187378,0.014104706235229969,0.013067075982689857,0.9906803965568542,0.8126488327980042,0.7959283590316772,0.009341775439679623,0.015018302947282791,0.054397549480199814,0.14504791796207428
463581465981497344,liver cancer from anabolic steroids #cancer #sport http,0.0217,0.5787,0.3996,0.10549063980579376,0.06440459191799164,0.2598581612110138,0.11307740211486816,0.05795514956116676,0.0046065496280789375,0.04578482359647751,0.19822341203689575,0.6696369647979736,0.016047583892941475,0.005033044144511223
612548514040516608,"#sport can reduce the risk of many chronic conditions, including heartdisease, stroke, type 2 diabetes, #cancer. http",0.1555,0.7166,0.128,0.023751353845000267,0.08188316226005554,0.03373631089925766,0.6666446328163147,0.09911780804395676,0.023302750661969185,0.8059424757957458,0.1801435351371765,0.3549211323261261,0.0050313277170062065,0.06782431900501251
1125329453058613249,Best Study of the Day: Impact of pre-operative exercise on breast cancer proliferation and gene expression http  -Clinical Cancer Research - #breast #cancer #oncology #senology #carcinoma #tumori #seno #mammella #senologia #oncologia #exercise #sport #esercizio,0.1802,0.8014,0.0184,0.019515004009008408,0.44768956303596497,0.027023175731301308,0.03694918379187584,0.710307776927948,0.023537063971161842,0.5985992550849915,0.016264088451862335,0.017626257613301277,0.06368004530668259,0.0830608531832695
1390894661674233858,"MEDIA COVERAGE

Abdominal Cancer Day (AbCD) - 19 May

Online News Link: http #cancer #abdominalcancerday #abdominalcancerday19thmay #abdominalcancerawareness #cancersurvivor #cancerawareness #sports #sport #fitness #gym #workout #motivation http",0.0888,0.8841,0.0271,0.03180244192481041,0.21217863261699677,0.023782595992088318,0.03855416178703308,0.6999924778938293,0.02291196398437023,0.9527830481529236,0.019265389069914818,0.026679599657654762,0.014058140106499195,0.1332334727048874
874203066362417152,"#itinerairedunefrenchgirlenremissionduncrabouille#fuckcancer #blog#France #sport #tamoxifène #cancer #hautsdefrance
https://t.co/33Zsjm5fjM http",0.0096,0.1496,0.8408,0.7400223612785339,0.04417920485138893,0.7608420848846436,0.019252361729741096,0.046308621764183044,0.003100867150351405,0.02340645156800747,0.06117552891373634,0.31884291768074036,0.020826086401939392,0.0029755178838968277
721902387963813888,Worries mount over potential link between artificial turf and #cancer  http via @user #sport,0.0148,0.6377,0.3475,0.03790714591741562,0.2351353019475937,0.10456180572509766,0.9065190553665161,0.03235669061541557,0.004385541658848524,0.0761827677488327,0.15095728635787964,0.18147461116313934,0.03720471262931824,0.013533752411603928
77871844618809344,"bit.ly/lfyZBN
Please watch and RT! 900km+ run from #melbourne to #Sydney to raise money for #cancer. Would appreciate it!  #charity #sport",0.8821,0.1118,0.0061,0.013144971802830696,0.18982858955860138,0.01180253829807043,0.018206417560577393,0.9313545227050781,0.17232173681259155,0.9582061171531677,0.019119296222925186,0.05236668139696121,0.019107483327388763,0.21363671123981476
1108260227688869888,#bbcbreakfast talking #cancer again #cancer #bbc #sport #bbc #terror #bbc #cancer #bbc #weather #bbc #cancer #bbc,0.0173,0.2844,0.6983,0.11256708204746246,0.04443727061152458,0.2163265496492386,0.9752364158630371,0.04509225860238075,0.014371754601597786,0.019734757021069527,0.167404904961586,0.42940834164619446,0.033880624920129776,0.008137029595673084
639153663026569216,"#Charity #Quiz for #Cancer Research UK.19 Sep #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle. @user http",0.1475,0.8458,0.0067,0.014154968783259392,0.11849596351385117,0.03176910802721977,0.0240459144115448,0.9487242102622986,0.08430641144514084,0.5089860558509827,0.020758388563990593,0.15305955708026886,0.05093437433242798,0.02666574716567993
