id,Text,positive,neutral,negative,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
66226835255595008,#Cannabis essential oil given to toddler to cure brain #cancer http,0.1543,0.8071,0.0386,0.012667161412537098,0.24712060391902924,0.020209839567542076,0.02258550561964512,0.5775651931762695,0.02304970473051071,0.5909342169761658,0.018965058028697968,0.037315912544727325,0.01793430931866169,0.052229274064302444
154675978952654849,Can Marijuana Cure #Cancer? http Cannabis Science Brand Extracts Successful Cancer Treatments Confirmed #cannabis RT,0.4901,0.5003,0.0095,0.01679462194442749,0.34586286544799805,0.015160094946622849,0.05971105396747589,0.8617895841598511,0.06086922436952591,0.9054133892059326,0.013442753814160824,0.012474781833589077,0.042336151003837585,0.197795569896698
196035713530208256,Sugar causes #cancer and Parkinson's disease and is everywhere in our food supply.  #cannabis #marijuana cures cancer and is illegal.,0.0073,0.0926,0.9001,0.7090099453926086,0.08925359696149826,0.7073967456817627,0.3418855667114258,0.030519139021635056,0.0037570553831756115,0.1206444576382637,0.07700720429420471,0.13337577879428864,0.01684652641415596,0.011027462780475616
101721937327300609,How #Cannabis Works http via @user #mmj #MS #cancer #marijuana,0.0377,0.9367,0.0256,0.024026969447731972,0.2891499102115631,0.07107650488615036,0.061388421803712845,0.1991521716117859,0.008376304991543293,0.0684821829199791,0.04016493633389473,0.10927104949951172,0.06504671275615692,0.014392457902431488
163934048161513472,Israeli researchers say more doctors should recommend #marijuana to #cancer patients http #MMOT #Cannabis,0.0343,0.8522,0.1135,0.03367270529270172,0.7111862301826477,0.039489734917879105,0.0479070320725441,0.5351427793502808,0.02107563056051731,0.6140393018722534,0.02239559404551983,0.016511056572198868,0.1176053136587143,0.1644016057252884
169520110233600000,Huge advancements for the company cannabis science that is curing cancer before our eyes! http #420 #Cancer #cannabis RT,0.9616,0.0363,0.0021,0.03311760723590851,0.40444663166999817,0.01982550509274006,0.05933636054396629,0.9525290727615356,0.09598489105701447,0.9434042572975159,0.010100627318024635,0.007492727134376764,0.06890877336263657,0.27741438150405884
196451886805680129,Marijuana Cuts Lung Cancer Tumor Growth In Half - OMMP PAY IT FORWARD http #cancer #cannabis #cures,0.4189,0.566,0.0151,0.061068568378686905,0.3078896105289459,0.06604542583227158,0.040867988020181656,0.20207834243774414,0.005754454061388969,0.621141791343689,0.038217052817344666,0.045925676822662354,0.015684593468904495,0.045715637505054474
107758428809723905,#cannabis #treats #spinal #chord #injury & #spasticity & also skin #cancer http,0.0093,0.3498,0.6409,0.35297858715057373,0.04430801048874855,0.48792150616645813,0.38069280982017517,0.020349694415926933,0.0028427501674741507,0.04433877021074295,0.2117646336555481,0.5252472162246704,0.008528103120625019,0.0045879255048930645
69303782210682880,#blackpeoplelaws #Cannabis cures #Cancer u dunno,0.0229,0.3603,0.6168,0.2882988750934601,0.1581891030073166,0.3314584195613861,0.03973554074764252,0.07216533273458481,0.002623594831675291,0.24421672523021698,0.055667247623205185,0.11786022037267685,0.01636957749724388,0.012507803738117218
107150983037059072,#medical #cannabis is good for #prostate #cancer & also #tourette’s #syndrome http,0.5627,0.422,0.0153,0.028664331883192062,0.16216231882572174,0.02285732328891754,0.02373792789876461,0.6024307012557983,0.026721861213445663,0.7847023606300354,0.01660417579114437,0.02655372954905033,0.010577038861811161,0.07265466451644897
107605799534211074,#cannabis is #effective for #treating #ovarian #cancer & also #patients with #epilepsy http,0.3948,0.5873,0.0179,0.026498032733798027,0.30766385793685913,0.021349739283323288,0.03283863142132759,0.7160265445709229,0.03633060306310654,0.9047221541404724,0.015393747016787529,0.017090778797864914,0.0198790542781353,0.16031847894191742
106715563530784768,Are You Being Kept In The Dark About A Potential Cancer Cure? http #Cancer #MMJ #Hemp #Cannabis #marijuana #Colorado,0.019,0.8046,0.1765,0.03711644932627678,0.5439103841781616,0.12308712303638458,0.40646812319755554,0.057634249329566956,0.005112094338983297,0.1012408509850502,0.18061745166778564,0.23919202387332916,0.10597559064626694,0.024704473093152046
17248694743,http - New #Report : #Cannabis #Cancer CURE #Study PROVES ! Rick Simpson's #Cannabis-Oil WORKS ! #Colorado #science #cnnbrk,0.8115,0.1852,0.0032,0.03286565840244293,0.6211459040641785,0.035957567393779755,0.042520154267549515,0.7327360510826111,0.03069995902478695,0.7215637564659119,0.018056746572256088,0.013868642970919609,0.1382303237915039,0.18548253178596497
129308969675137024,#BreastCancer and #MedicalCannabis : The Wonder Drug that Fights Nausea and Shrinks Tumors - http  #Cannabis #Cancer,0.1661,0.7963,0.0375,0.03571927547454834,0.2401343137025833,0.06742959469556808,0.6110774874687195,0.09310075640678406,0.004979223944246769,0.27771103382110596,0.06115075573325157,0.07013244181871414,0.015568199567496777,0.02274557389318943
116783350252978176,#Marijuana Compound Kills Brain Tumors in Humans http #cancer #health #cannabis | cc: @user,0.0263,0.5894,0.3843,0.03131301701068878,0.14816278219223022,0.08431723713874817,0.1728113889694214,0.07860179245471954,0.005371549166738987,0.11206693202257156,0.11823325604200363,0.31001681089401245,0.015493330545723438,0.009353945963084698
107725954788491264,#medical #cannabis is good for #ovarian #cancer http,0.724,0.2667,0.0093,0.02305293269455433,0.1888432651758194,0.019484175369143486,0.020810814574360847,0.6573100686073303,0.027400819584727287,0.7927318811416626,0.014464925974607468,0.020840363577008247,0.013435622677206993,0.08213264495134354
17512324084535296,Please Watch http #Cannabis and #Cancer Please share... Please get the info out... RT,0.2254,0.7596,0.015,0.06206050142645836,0.43010005354881287,0.11233947426080704,0.10822887718677521,0.0765581876039505,0.004730451852083206,0.24792195856571198,0.053186576813459396,0.05432482436299324,0.04616810381412506,0.03089374676346779
119775744611201024,#Cannabis for #cancer pain? http Lancet Oncology. &lt;&lt; BTW Brompton mixture was used long after the 1950s,0.0421,0.869,0.0889,0.027154559269547462,0.600908637046814,0.04838908091187477,0.035310789942741394,0.2351183295249939,0.009256872348487377,0.2170320451259613,0.034439489245414734,0.04128748178482056,0.07582572847604752,0.05785992741584778
